,all_preds,all_labels,all_preds_raw
508,0.0,0,0.27840415
509,1.0,1,0.85382074
510,1.0,1,0.60731274
511,0.0,0,0.44539493
512,0.0,1,0.2618671
513,1.0,1,0.66817015
514,0.0,0,0.34175465
515,1.0,1,0.5376918
516,0.0,1,0.25324634
517,1.0,1,0.89349234
518,1.0,1,0.9890777
519,0.0,0,0.11163068
520,1.0,1,0.931935
521,0.0,0,0.25338462
522,0.0,0,0.1676181
523,1.0,0,0.5268211
524,1.0,1,0.8999953
525,1.0,0,0.5076221
526,0.0,0,0.047373887
527,0.0,1,0.41194302
528,1.0,1,0.5667339
529,0.0,0,0.4442264
530,0.0,0,0.0397726
531,0.0,0,0.18992439
532,0.0,0,0.37206134
533,1.0,1,0.765464
534,0.0,0,0.12267162
535,1.0,1,0.7452836
536,0.0,0,0.12657858
537,0.0,1,0.31796637
538,1.0,1,0.6108468
539,1.0,1,0.58175546
540,0.0,0,0.49384657
541,0.0,0,0.16337943
542,0.0,0,0.20804754
543,1.0,1,0.9011594
544,0.0,0,0.12362592
545,0.0,0,0.187473
546,0.0,0,0.31348467
547,1.0,1,0.86939573
548,0.0,0,0.080285184
549,1.0,0,0.69565266
550,1.0,1,0.9532254
551,0.0,0,0.21707378
552,0.0,0,0.46996224
553,1.0,0,0.5571656
554,0.0,1,0.49523088
555,0.0,0,0.02375263
556,1.0,0,0.66564566
557,1.0,0,0.7145546
558,0.0,0,0.4209009
559,1.0,1,0.9939966
560,1.0,1,0.99844235
561,1.0,0,0.6475077
562,0.0,0,0.30159298
563,1.0,1,0.6026937
564,1.0,1,0.6485872
565,0.0,0,0.18187018
566,0.0,1,0.4814213
567,0.0,0,0.4324529
568,1.0,0,0.8369806
569,0.0,0,0.0112793865
570,0.0,0,0.4437513
571,1.0,0,0.7657275
572,0.0,0,0.1552961
573,0.0,0,0.37752873
574,0.0,0,0.08845673
575,0.0,1,0.44813716
576,0.0,0,0.09389432
577,1.0,0,0.5237467
578,1.0,1,0.98863864
579,1.0,1,0.7034854
580,0.0,0,0.22383346
581,1.0,0,0.6586325
582,0.0,0,0.060544834
583,0.0,0,0.49291587
584,1.0,0,0.59418064
585,1.0,1,0.58727694
586,1.0,1,0.8820031
587,0.0,0,0.18525054
588,0.0,0,0.1263485
589,0.0,0,0.32749468
590,0.0,0,0.4448719
591,1.0,0,0.84028035
592,1.0,1,0.92519134
593,1.0,1,0.5974677
594,0.0,0,0.32862148
595,0.0,0,0.3591479
596,0.0,0,0.10219016
597,1.0,0,0.9891145
598,1.0,1,0.56704426
599,0.0,0,0.1468331
600,0.0,0,0.42783582
601,1.0,1,0.777248
602,0.0,0,0.023402626
603,1.0,0,0.5483197
604,0.0,0,0.47808415
605,1.0,1,0.98948413
606,1.0,0,0.6510958
607,0.0,1,0.4987793
608,1.0,0,0.8270524
609,0.0,0,0.36807135
610,0.0,0,0.07238301
611,1.0,1,0.8177099
612,0.0,1,0.062247865
613,1.0,1,0.63293856
614,1.0,0,0.63479817
615,0.0,0,0.15482794
616,1.0,0,0.59619856
617,0.0,0,0.1308952
618,1.0,0,0.80537283
619,1.0,0,0.5649727
620,1.0,0,0.5542577
621,0.0,0,0.015857846
622,0.0,0,0.26425973
623,0.0,0,0.4286928
624,1.0,0,0.52407837
625,1.0,0,0.5310661
626,1.0,1,0.9789271
627,1.0,1,0.9248895
628,0.0,0,0.115265906
629,1.0,1,0.5396836
630,0.0,0,0.31144392
631,0.0,0,0.06984037
632,1.0,1,0.6890262
633,1.0,0,0.89178836
634,0.0,1,0.2543259
635,0.0,0,0.0031713212
636,0.0,1,0.055358585
637,0.0,0,0.42749158
638,1.0,0,0.5960165
639,1.0,0,0.6548547
640,0.0,1,0.24876623
641,0.0,0,0.1701794
642,0.0,0,0.07452832
643,1.0,1,0.5258573
644,1.0,1,0.9194632
645,1.0,1,0.8673572
646,1.0,1,0.5101572
647,1.0,1,0.87517905
648,0.0,0,0.06130026
649,1.0,0,0.6509778
650,1.0,0,0.59965825
651,1.0,1,0.73271286
652,1.0,0,0.8847159
653,1.0,1,0.56981945
654,0.0,0,0.050370738
655,0.0,1,0.2745097
656,1.0,1,0.9823537
657,0.0,0,0.4257888
658,0.0,0,0.030803198
659,1.0,0,0.7393778
660,0.0,0,0.45709103
661,1.0,1,0.7773171
662,0.0,0,0.4640143
663,1.0,1,0.5224412
664,1.0,1,0.77753603
665,0.0,0,0.33754784
666,0.0,0,0.043208964
667,1.0,0,0.69408417
668,1.0,1,0.8460658
669,0.0,0,0.31839845
670,0.0,0,0.06912427
671,0.0,0,0.21980391
672,1.0,1,0.60308087
673,0.0,0,0.19460559
674,1.0,1,0.6706774
675,1.0,0,0.5325584
676,1.0,1,0.9085725
677,0.0,0,0.18071191
678,0.0,0,0.16068769
679,1.0,1,0.57877785
680,0.0,0,0.3688386
681,1.0,0,0.7850628
682,1.0,1,0.5802924
683,1.0,1,0.85383964
684,0.0,0,0.48509806
685,0.0,0,0.18774715
686,0.0,0,0.07551848
687,0.0,0,0.04340446
688,0.0,0,0.19645445
689,1.0,1,0.56074184
690,1.0,1,0.9803442
691,1.0,0,0.6460871
692,1.0,0,0.522232
693,0.0,0,0.10041998
694,0.0,0,0.049046516
695,0.0,0,0.48780105
696,0.0,0,0.057914004
697,1.0,1,0.6514967
698,0.0,0,0.045834985
699,1.0,1,0.9394937
700,1.0,0,0.53182316
701,1.0,1,0.5515832
702,1.0,1,0.6600589
703,1.0,1,0.72179645
704,0.0,0,0.2198845
705,0.0,0,0.30557632
706,0.0,0,0.08088492
707,1.0,1,0.5602805
708,1.0,1,0.9917999
709,0.0,1,0.47900996
710,1.0,1,0.65192527
711,1.0,0,0.6935268
712,0.0,0,0.4773469
713,1.0,1,0.7775038
714,1.0,0,0.51271755
715,0.0,0,0.06893135
716,0.0,0,0.30660847
717,1.0,0,0.50210357
718,1.0,1,0.9882613
719,1.0,1,0.5858018
720,0.0,0,0.4648688
721,0.0,0,0.096708834
722,1.0,1,0.9949136
723,1.0,0,0.560603
724,1.0,1,0.73168975
725,0.0,0,0.42826045
726,1.0,0,0.50929636
727,0.0,0,0.09588706
728,1.0,1,0.521667
729,0.0,0,0.11182833
730,1.0,1,0.8809785
731,1.0,0,0.6227634
732,0.0,1,0.22832362
733,0.0,0,0.27007058
734,1.0,0,0.91625404
735,0.0,0,0.22927101
736,1.0,0,0.86544734
737,0.0,1,0.15260187
738,0.0,0,0.16546327
739,1.0,0,0.5387614
740,0.0,0,0.42302647
741,0.0,0,0.10765465
742,0.0,0,0.49351034
743,0.0,0,0.25628343
744,1.0,1,0.780447
745,1.0,0,0.56849515
746,0.0,0,0.40959856
747,0.0,0,0.16961701
748,0.0,0,0.10047833
749,0.0,0,0.09908703
750,1.0,1,0.97497696
751,1.0,1,0.6137906
752,0.0,0,0.4555726
753,0.0,0,0.4495319
754,0.0,0,0.32372633
755,1.0,1,0.5777209
756,1.0,1,0.9009143
757,1.0,1,0.5510239
758,0.0,0,0.03311346
759,1.0,1,0.7455585
760,0.0,0,0.27528933
761,0.0,0,0.37912124
762,1.0,1,0.6202285
763,0.0,0,0.01834499
764,0.0,0,0.24073045
765,1.0,1,0.7838982
766,0.0,0,0.2106019
767,1.0,1,0.63482815
768,1.0,0,0.94059205
769,0.0,0,0.3619589
770,1.0,1,0.9740268
771,0.0,1,0.43923452
772,0.0,0,0.19900353
773,0.0,0,0.30332837
774,0.0,1,0.4183324
775,1.0,1,0.54163915
776,0.0,0,0.36193076
777,0.0,0,0.122192204
778,1.0,0,0.64671195
779,0.0,0,0.06669457
780,0.0,0,0.12507555
781,1.0,1,0.80037326
782,0.0,0,0.15286624
783,1.0,0,0.72302395
784,0.0,0,0.054050673
785,1.0,1,0.56845474
786,0.0,1,0.44486815
787,0.0,0,0.09623298
788,1.0,1,0.75854224
789,1.0,1,0.9767849
790,0.0,0,0.3043316
791,1.0,0,0.68002534
792,0.0,1,0.12241871
793,1.0,0,0.5805051
794,0.0,0,0.22252722
795,0.0,0,0.24958007
796,1.0,1,0.6021967
797,1.0,1,0.9215369
798,1.0,0,0.75619847
799,0.0,0,0.3298693
800,0.0,0,0.069617376
801,1.0,1,0.54740506
802,0.0,0,0.30180842
803,1.0,1,0.83940136
804,0.0,0,0.10312651
805,1.0,1,0.9823789
806,0.0,0,0.20722498
807,0.0,0,0.49924767
808,1.0,0,0.9889788
809,0.0,0,0.13808286
810,1.0,0,0.5135754
811,0.0,1,0.36029962
812,0.0,0,0.14852287
813,0.0,0,0.11285419
814,0.0,0,0.11685561
815,1.0,0,0.51981056
816,0.0,1,0.4321081
817,0.0,0,0.1895047
818,0.0,0,0.0360364
819,0.0,0,0.05735079
820,1.0,1,0.695247
821,1.0,1,0.58491486
822,1.0,1,0.82744986
823,1.0,0,0.65596706
824,0.0,0,0.06846976
825,1.0,1,0.8897334
826,1.0,1,0.8961622
827,1.0,0,0.6361377
828,1.0,1,0.5457639
829,0.0,0,0.2808875
830,1.0,1,0.8709743
831,0.0,0,0.02864923
832,1.0,1,0.75316817
833,0.0,0,0.14570017
834,1.0,1,0.6885182
835,1.0,1,0.68698716
836,0.0,1,0.16527212
837,0.0,0,0.032049462
838,1.0,1,0.56030756
839,0.0,0,0.47384956
840,0.0,0,0.116550975
841,0.0,0,0.32136756
842,0.0,0,0.3820918
843,0.0,1,0.47063994
844,1.0,1,0.958868
845,0.0,0,0.2817285
846,1.0,1,0.6327212
847,1.0,1,0.9384314
848,0.0,0,0.20170501
849,0.0,0,0.26752406
850,0.0,0,0.09514737
851,1.0,0,0.85279185
852,0.0,0,0.12005052
853,1.0,1,0.58454704
854,1.0,1,0.87585104
855,1.0,0,0.531098
856,0.0,0,0.41978613
857,1.0,0,0.92983025
858,1.0,0,0.58652914
859,1.0,1,0.6114356
860,1.0,0,0.54327166
861,1.0,1,0.61533177
862,1.0,0,0.6089151
863,0.0,0,0.19251233
864,1.0,1,0.51344216
865,0.0,0,0.13861936
866,0.0,0,0.07654047
867,0.0,1,0.46163583
868,1.0,1,0.76940495
869,1.0,1,0.72538
870,1.0,1,0.71266854
871,0.0,1,0.49100527
872,0.0,0,0.17546564
873,0.0,0,0.1635374
874,1.0,1,0.6673823
875,0.0,0,0.18250492
876,1.0,0,0.7911934
877,0.0,0,0.047511674
878,0.0,0,0.35872006
879,1.0,0,0.6626791
880,0.0,0,0.05085702
881,0.0,0,0.2640964
882,0.0,0,0.0947469
883,1.0,1,0.66920304
884,1.0,0,0.63884217
885,0.0,0,0.32966748
886,1.0,1,0.9252847
887,0.0,0,0.32703692
888,0.0,0,0.04783976
889,1.0,0,0.91363096
890,0.0,0,0.37337863
891,0.0,0,0.07426173
892,1.0,0,0.7547027
893,1.0,1,0.71847737
894,1.0,0,0.52131087
895,1.0,0,0.5065638
896,0.0,0,0.08691719
897,0.0,0,0.47300237
898,1.0,1,0.6474896
899,0.0,0,0.087249726
900,1.0,0,0.71899056
901,1.0,1,0.98446655
902,1.0,1,0.8886953
903,0.0,1,0.11655797
904,1.0,1,0.59014565
905,0.0,0,0.3734166
906,0.0,1,0.46344128
907,1.0,1,0.7759545
908,0.0,1,0.14374761
909,1.0,0,0.532459
910,0.0,0,0.07096982
911,0.0,0,0.4286299
912,1.0,0,0.69342995
913,1.0,1,0.5906058
914,0.0,0,0.11427303
915,1.0,1,0.9031495
916,1.0,1,0.9920123
917,0.0,1,0.17971227
918,0.0,0,0.22947928
919,1.0,1,0.57509685
920,0.0,0,0.07900303
921,0.0,0,0.41605297
922,1.0,1,0.6198186
923,0.0,1,0.39161187
924,1.0,0,0.7466048
925,1.0,1,0.87501484
926,0.0,0,0.37364632
927,0.0,0,0.18113674
928,0.0,0,0.14774303
929,0.0,1,0.4865643
930,0.0,0,0.06870481
931,0.0,0,0.12764105
932,1.0,1,0.5529477
933,0.0,0,0.21888404
934,1.0,1,0.9193385
935,1.0,1,0.72756463
936,0.0,0,0.13877161
937,0.0,0,0.1411938
938,0.0,0,0.0045838594
939,0.0,1,0.4540009
940,1.0,1,0.5126044
941,1.0,1,0.8455789
942,1.0,1,0.6221134
943,1.0,0,0.58615905
944,1.0,1,0.7078309
945,0.0,0,0.06310973
946,1.0,1,0.88284075
947,0.0,0,0.45844838
948,1.0,0,0.5676443
949,1.0,0,0.5876738
950,1.0,0,0.5541787
951,0.0,0,0.06973047
952,0.0,1,0.24145387
953,1.0,1,0.64791363
954,0.0,0,0.22686021
955,1.0,1,0.75853086
956,1.0,0,0.51922816
957,1.0,0,0.6540269
958,0.0,0,0.014137931
959,1.0,1,0.6671043
960,0.0,0,0.048992023
961,1.0,1,0.67147213
962,0.0,0,0.15878208
963,1.0,1,0.57780725
964,0.0,1,0.13973048
965,0.0,1,0.34863746
966,1.0,1,0.9025922
967,1.0,1,0.666127
968,0.0,0,0.06908529
969,1.0,0,0.54415375
970,0.0,0,0.43632576
971,1.0,1,0.92399216
972,1.0,1,0.542059
973,1.0,1,0.890486
974,0.0,0,0.32392064
975,0.0,1,0.29667854
976,0.0,0,0.1783916
977,1.0,1,0.7371069
978,1.0,0,0.5395352
979,0.0,0,0.0849567
980,0.0,0,0.06496061
981,0.0,0,0.2512216
982,1.0,1,0.7348178
983,1.0,0,0.5774607
984,1.0,1,0.7023737
985,1.0,1,0.9117852
986,0.0,0,0.04708335
987,1.0,1,0.7613241
988,0.0,1,0.49841502
989,0.0,0,0.4108671
990,1.0,0,0.610243
991,0.0,0,0.06483065
992,1.0,1,0.75181437
993,1.0,1,0.50967383
994,1.0,1,0.7879841
