,all_preds,all_labels,all_preds_raw
995,0.0,0,0.15387942
996,1.0,1,0.6399378
997,1.0,1,0.5644526
998,0.0,0,0.09112464
999,0.0,0,0.04003319
1000,1.0,1,0.918701
1001,1.0,0,0.6551521
1002,0.0,0,0.053566962
1003,0.0,0,0.113232575
1004,1.0,1,0.67312235
1005,0.0,0,0.21675508
1006,0.0,0,0.43651497
1007,1.0,1,0.8123258
1008,0.0,0,0.38369805
1009,1.0,1,0.7505162
1010,0.0,0,0.07598599
1011,1.0,1,0.6580154
1012,1.0,1,0.5966342
1013,1.0,1,0.88820815
1014,1.0,1,0.6422431
1015,0.0,0,0.050028924
1016,0.0,0,0.06973532
1017,0.0,0,0.10981555
1018,0.0,1,0.46055937
1019,1.0,1,0.7017874
1020,0.0,0,0.05894836
1021,1.0,1,0.9302063
1022,0.0,0,0.15593429
1023,1.0,1,0.63522154
1024,0.0,0,0.28740677
1025,1.0,0,0.7274151
1026,1.0,1,0.77404004
1027,0.0,0,0.34430707
1028,0.0,0,0.010851774
1029,1.0,0,0.7768947
1030,0.0,0,0.20934328
1031,1.0,1,0.5155059
1032,0.0,1,0.41877845
1033,0.0,1,0.15772668
1034,0.0,0,0.41895136
1035,1.0,1,0.6508943
1036,1.0,1,0.69726974
1037,0.0,0,0.16568616
1038,0.0,1,0.41842267
1039,1.0,1,0.92250556
1040,1.0,1,0.5968187
1041,0.0,0,0.349991
1042,0.0,0,0.38226664
1043,0.0,0,0.13848577
1044,1.0,1,0.8024376
1045,1.0,0,0.64251494
1046,0.0,1,0.49803734
1047,0.0,0,0.039324306
1048,1.0,1,0.8269908
1049,0.0,0,0.1278084
1050,0.0,0,0.16995914
1051,1.0,1,0.980272
1052,1.0,1,0.78464586
1053,0.0,0,0.49059153
1054,1.0,1,0.5380044
1055,1.0,1,0.74987036
1056,1.0,0,0.7549694
1057,1.0,1,0.7424124
1058,1.0,1,0.5732279
1059,0.0,0,0.061371032
1060,0.0,0,0.10454993
1061,0.0,0,0.13542992
1062,1.0,0,0.5702509
1063,1.0,0,0.51381516
1064,1.0,1,0.9710952
1065,0.0,0,0.05531675
1066,1.0,0,0.6646559
1067,1.0,0,0.6490164
1068,0.0,1,0.4981134
1069,1.0,1,0.51493883
1070,0.0,0,0.051339388
1071,1.0,1,0.7912196
1072,1.0,1,0.9059004
1073,0.0,0,0.18946318
1074,1.0,0,0.57143396
1075,0.0,1,0.08403318
1076,1.0,1,0.9320315
1077,1.0,1,0.608995
1078,0.0,0,0.09113155
1079,1.0,1,0.87459165
1080,1.0,0,0.8154797
1081,1.0,1,0.5684868
1082,1.0,1,0.87246203
1083,1.0,1,0.9653757
1084,0.0,0,0.030339101
1085,0.0,0,0.24549778
1086,1.0,0,0.6508863
1087,0.0,0,0.34884351
1088,0.0,0,0.11059526
1089,1.0,1,0.8217104
1090,0.0,0,0.1552967
1091,0.0,0,0.108597904
1092,0.0,0,0.48558107
1093,1.0,1,0.91470414
1094,1.0,1,0.9594312
1095,1.0,0,0.56200796
1096,1.0,1,0.84690404
1097,0.0,1,0.48450986
1098,0.0,0,0.10346557
1099,1.0,1,0.5282771
1100,0.0,0,0.18284915
1101,1.0,1,0.93413085
1102,0.0,0,0.40049332
1103,1.0,0,0.812466
1104,0.0,1,0.481758
1105,0.0,0,0.121502325
1106,0.0,0,0.14306128
1107,0.0,0,0.3844944
1108,1.0,1,0.8421421
1109,1.0,1,0.6545964
1110,0.0,1,0.4516537
1111,1.0,1,0.93882155
1112,0.0,0,0.0844783
1113,1.0,0,0.52340215
1114,1.0,1,0.78415275
1115,0.0,0,0.082695626
1116,0.0,0,0.09798092
1117,0.0,1,0.31285858
1118,1.0,1,0.69892085
1119,1.0,1,0.96791726
1120,1.0,0,0.71818507
1121,0.0,0,0.12120766
1122,0.0,0,0.18460827
1123,1.0,0,0.648159
1124,1.0,1,0.630844
1125,0.0,0,0.052525863
1126,1.0,1,0.7388934
1127,1.0,0,0.5254087
1128,0.0,0,0.4055494
1129,1.0,0,0.68484825
1130,0.0,0,0.14018352
1131,0.0,0,0.04672823
1132,0.0,0,0.46956342
1133,1.0,1,0.9204721
1134,1.0,1,0.6655085
1135,0.0,0,0.24684289
1136,0.0,0,0.12187401
1137,1.0,1,0.9746017
1138,1.0,1,0.5451161
1139,0.0,0,0.14311895
1140,0.0,0,0.17015813
1141,0.0,0,0.17729658
1142,1.0,1,0.76866454
1143,0.0,0,0.4977209
1144,1.0,0,0.6843058
1145,1.0,0,0.8313008
1146,0.0,0,0.026236035
1147,0.0,0,0.33165163
1148,1.0,0,0.52629405
1149,1.0,0,0.56549066
1150,0.0,0,0.25871927
1151,0.0,0,0.2910069
1152,1.0,1,0.8043803
1153,0.0,1,0.0342543
1154,0.0,0,0.49919602
1155,1.0,1,0.64234847
1156,0.0,0,0.13194562
1157,0.0,1,0.43723187
1158,1.0,1,0.94470054
1159,1.0,1,0.8936153
1160,1.0,1,0.90157247
1161,0.0,0,0.13499194
1162,1.0,1,0.9057411
1163,0.0,0,0.25186038
1164,0.0,0,0.13635212
1165,0.0,0,0.31079763
1166,1.0,1,0.6582491
1167,0.0,0,0.21474966
1168,1.0,1,0.66708827
1169,0.0,0,0.1334811
1170,0.0,0,0.06143212
1171,0.0,0,0.24735227
1172,1.0,1,0.8047417
1173,1.0,0,0.68946123
1174,0.0,0,0.21326639
1175,1.0,0,0.56522393
1176,0.0,0,0.30949736
1177,1.0,0,0.7121196
1178,0.0,0,0.10923017
1179,1.0,1,0.57019407
1180,1.0,0,0.709272
1181,1.0,0,0.6691676
1182,0.0,0,0.062370256
1183,0.0,1,0.22817472
1184,0.0,0,0.056009665
1185,1.0,0,0.71186537
1186,1.0,1,0.6852329
1187,1.0,1,0.5575512
1188,1.0,1,0.7601164
1189,1.0,0,0.52210426
1190,0.0,1,0.09942076
1191,0.0,0,0.12912494
1192,1.0,0,0.5901409
1193,1.0,1,0.6163523
1194,0.0,0,0.13259175
1195,1.0,1,0.7539305
1196,0.0,0,0.05389213
1197,0.0,0,0.115717605
1198,0.0,0,0.19540884
1199,1.0,0,0.7332803
1200,1.0,1,0.9361385
1201,1.0,1,0.5733674
1202,1.0,1,0.9293167
1203,1.0,1,0.73064667
1204,1.0,1,0.65806603
1205,1.0,0,0.53478867
1206,0.0,0,0.04559305
1207,0.0,0,0.01842951
1208,1.0,1,0.7359705
1209,1.0,1,0.88818425
1210,1.0,0,0.5827218
1211,0.0,0,0.34042674
1212,0.0,0,0.04983512
1213,1.0,1,0.7316992
1214,1.0,1,0.7734353
1215,1.0,0,0.5523161
1216,1.0,0,0.6771998
1217,1.0,1,0.59633476
1218,1.0,1,0.7805672
1219,0.0,0,0.087890066
1220,0.0,0,0.029834623
1221,0.0,0,0.44044712
1222,0.0,0,0.25719038
1223,1.0,0,0.5263966
1224,1.0,0,0.6627555
1225,1.0,1,0.6391968
1226,0.0,1,0.22827178
1227,0.0,1,0.015851393
1228,0.0,0,0.028930863
1229,1.0,1,0.5075534
1230,1.0,1,0.95789695
1231,1.0,0,0.6161182
1232,0.0,0,0.06568367
1233,1.0,0,0.8181344
1234,0.0,0,0.37391207
1235,1.0,0,0.5508229
1236,0.0,1,0.45896074
1237,0.0,0,0.25735262
1238,0.0,0,0.206703
1239,1.0,0,0.721888
1240,0.0,0,0.15442128
1241,0.0,0,0.057048768
1242,0.0,1,0.13386011
1243,1.0,1,0.5964189
1244,1.0,0,0.7732984
1245,1.0,1,0.6290964
1246,0.0,0,0.15943734
1247,1.0,1,0.68485314
1248,0.0,0,0.13636535
1249,1.0,1,0.9664581
1250,1.0,1,0.79985774
1251,0.0,0,0.041144412
1252,0.0,0,0.2567135
1253,1.0,1,0.635034
1254,0.0,0,0.3312098
1255,1.0,1,0.69819754
1256,1.0,0,0.57425874
1257,1.0,0,0.57817096
1258,1.0,0,0.57587606
1259,1.0,1,0.6591056
1260,0.0,0,0.008545324
1261,0.0,0,0.07050641
1262,1.0,1,0.66753554
1263,1.0,1,0.81009895
1264,0.0,0,0.17133209
1265,0.0,1,0.48223174
1266,0.0,1,0.43439272
1267,1.0,1,0.9370291
1268,1.0,1,0.7030339
1269,1.0,0,0.6095486
1270,0.0,0,0.059284884
1271,1.0,1,0.9514081
1272,0.0,0,0.07266881
1273,1.0,0,0.82321155
1274,0.0,0,0.054523088
1275,0.0,0,0.29325807
1276,1.0,0,0.60625064
1277,1.0,0,0.6365039
1278,1.0,0,0.70811987
1279,0.0,0,0.11564394
1280,1.0,0,0.58409274
1281,0.0,1,0.49071947
1282,0.0,0,0.09858906
1283,1.0,1,0.5364572
1284,0.0,0,0.13934779
1285,0.0,0,0.41810867
1286,1.0,1,0.96431935
1287,1.0,0,0.58272505
1288,1.0,1,0.51110137
1289,1.0,1,0.80950934
1290,0.0,0,0.21581282
1291,0.0,1,0.17711788
1292,1.0,0,0.5520017
1293,0.0,0,0.1074364
1294,1.0,1,0.87533265
1295,0.0,0,0.24778686
1296,1.0,1,0.97384393
1297,0.0,0,0.2824292
1298,0.0,0,0.17546038
1299,1.0,1,0.51283264
1300,1.0,0,0.6096277
1301,1.0,1,0.56868213
1302,1.0,1,0.8024596
1303,0.0,0,0.016577305
1304,0.0,0,0.09241494
1305,1.0,0,0.693437
1306,0.0,0,0.12323693
1307,1.0,0,0.72411835
1308,0.0,0,0.15852843
1309,0.0,0,0.20662995
1310,0.0,0,0.2075977
1311,1.0,1,0.8415592
1312,0.0,0,0.14768457
1313,0.0,0,0.27656177
1314,1.0,1,0.9639376
1315,0.0,0,0.13759778
1316,0.0,0,0.21433513
1317,1.0,1,0.67177117
1318,1.0,1,0.92595124
1319,1.0,0,0.59533876
1320,0.0,1,0.3024104
1321,1.0,1,0.6284987
1322,0.0,1,0.19407406
1323,1.0,0,0.5702686
1324,1.0,0,0.5159531
1325,0.0,0,0.066738114
1326,1.0,1,0.6638948
1327,1.0,1,0.95331126
1328,1.0,0,0.85525763
1329,0.0,0,0.09338862
1330,0.0,0,0.0692313
1331,0.0,0,0.24500439
1332,1.0,1,0.62999284
1333,1.0,1,0.6609113
1334,0.0,0,0.3708971
1335,1.0,0,0.57264334
1336,1.0,1,0.662769
1337,1.0,1,0.989169
1338,0.0,0,0.07297872
1339,1.0,1,0.5452461
1340,0.0,0,0.029950771
1341,1.0,1,0.5633443
1342,0.0,0,0.14107564
1343,0.0,0,0.18413036
1344,0.0,0,0.48396692
1345,1.0,1,0.5840357
1346,0.0,0,0.06922683
1347,0.0,0,0.24057357
1348,0.0,1,0.48306426
1349,1.0,1,0.6818775
1350,1.0,1,0.842968
1351,0.0,0,0.2800833
1352,1.0,1,0.8487391
1353,1.0,0,0.5736897
1354,0.0,0,0.14690799
1355,1.0,1,0.90182894
1356,0.0,0,0.04734675
1357,1.0,1,0.6038095
1358,1.0,1,0.972438
1359,0.0,0,0.2920603
1360,1.0,1,0.65921164
1361,0.0,0,0.21116635
1362,1.0,1,0.6640351
1363,0.0,0,0.026014125
1364,1.0,1,0.99217075
1365,1.0,1,0.69655365
1366,0.0,1,0.38794854
1367,1.0,0,0.59974754
1368,0.0,0,0.30348146
1369,1.0,1,0.5805485
1370,0.0,0,0.03152869
1371,1.0,0,0.62789
1372,1.0,1,0.91993153
1373,0.0,0,0.16438644
1374,1.0,1,0.69212633
1375,0.0,0,0.170973
1376,0.0,0,0.22263081
1377,0.0,0,0.13257547
1378,0.0,0,0.13460414
1379,0.0,0,0.48295948
1380,1.0,1,0.89190894
1381,0.0,0,0.07767957
1382,1.0,0,0.6669348
1383,1.0,1,0.65390015
1384,0.0,0,0.3102457
1385,0.0,0,0.1833346
1386,1.0,1,0.7882504
1387,1.0,1,0.77063656
1388,0.0,0,0.16022603
1389,0.0,0,0.04479346
1390,1.0,0,0.86818135
1391,0.0,1,0.2664365
1392,1.0,1,0.61706847
1393,1.0,1,0.98696715
1394,1.0,1,0.6083754
1395,0.0,0,0.16980243
1396,0.0,0,0.13385694
1397,1.0,1,0.68154764
1398,0.0,0,0.093190044
1399,0.0,0,0.1347285
1400,0.0,0,0.45770827
1401,1.0,1,0.57231283
1402,1.0,1,0.5654147
1403,1.0,1,0.6083928
1404,1.0,0,0.7512769
1405,1.0,1,0.7090451
1406,0.0,0,0.22987226
1407,0.0,0,0.005028972
1408,0.0,0,0.40384385
1409,1.0,1,0.6726841
1410,0.0,0,0.24135534
1411,1.0,1,0.8950966
1412,1.0,0,0.5062863
1413,1.0,0,0.83758694
1414,0.0,0,0.029777613
1415,1.0,1,0.6145259
1416,0.0,0,0.49586126
1417,0.0,0,0.12349998
1418,1.0,0,0.7214683
1419,1.0,0,0.55450493
1420,0.0,0,0.21507582
1421,0.0,0,0.09731114
1422,1.0,1,0.6995987
1423,0.0,0,0.3485454
1424,0.0,1,0.22737074
1425,1.0,1,0.8584067
1426,1.0,1,0.5835936
1427,0.0,0,0.05782291
1428,1.0,1,0.98128176
1429,0.0,1,0.4205073
1430,1.0,1,0.6029732
1431,1.0,1,0.84563833
1432,0.0,1,0.17736997
1433,1.0,0,0.614717
1434,0.0,0,0.11169094
1435,0.0,0,0.0737669
1436,0.0,0,0.19265588
1437,1.0,1,0.9780597
1438,1.0,1,0.6631837
1439,1.0,0,0.56506073
1440,1.0,0,0.7228147
1441,0.0,0,0.07839563
1442,0.0,0,0.05260445
1443,1.0,1,0.9300235
1444,1.0,1,0.5502357
1445,0.0,0,0.1573052
1446,1.0,1,0.6271824
1447,1.0,1,0.78333205
1448,0.0,0,0.03079547
1449,0.0,0,0.18700373
1450,0.0,0,0.30061197
1451,0.0,0,0.25937805
1452,1.0,0,0.8343395
1453,0.0,0,0.48137918
1454,1.0,1,0.5245083
1455,1.0,0,0.5059842
1456,0.0,0,0.16145942
1457,0.0,0,0.16675626
1458,1.0,1,0.64721125
1459,1.0,1,0.7149304
1460,0.0,0,0.0568593
1461,0.0,1,0.29876253
1462,1.0,1,0.9489996
1463,0.0,0,0.1048139
1464,1.0,1,0.6446188
1465,0.0,1,0.45692244
1466,1.0,1,0.8267116
1467,0.0,0,0.18971263
1468,1.0,1,0.6142881
1469,0.0,0,0.13245863
1470,0.0,0,0.3494881
1471,1.0,1,0.9538535
1472,1.0,1,0.63989
1473,0.0,1,0.21899527
1474,1.0,1,0.8929823
1475,0.0,0,0.29881275
1476,1.0,0,0.62673056
1477,1.0,1,0.55651814
1478,0.0,0,0.029490722
1479,0.0,0,0.4660088
1480,0.0,0,0.057316504
1481,1.0,1,0.69243455
1482,1.0,1,0.6025673
1483,0.0,0,0.1541967
1484,1.0,0,0.6800503
1485,0.0,0,0.046472237
1486,0.0,0,0.3145926
1487,1.0,1,0.7996486
1488,0.0,0,0.11120925
1489,0.0,0,0.26854143
1490,1.0,1,0.75824094
1491,0.0,1,0.46564156
1492,1.0,1,0.79455173
1493,0.0,0,0.03714151
1494,0.0,0,0.2382195
1495,1.0,1,0.79641795
1496,1.0,0,0.50718397
1497,1.0,0,0.6187961
1498,0.0,0,0.13764077
1499,1.0,0,0.6612538
1500,1.0,1,0.93625116
1501,0.0,0,0.088610195
1502,0.0,0,0.04598931
1503,1.0,0,0.54899424
1504,1.0,1,0.64940214
1505,0.0,0,0.49931732
1506,0.0,0,0.0730138
1507,1.0,0,0.69082606
1508,0.0,0,0.05660899
1509,1.0,1,0.5373752
1510,1.0,1,0.67501485
1511,0.0,0,0.48934156
1512,1.0,1,0.8546893
1513,1.0,1,0.56351227
1514,0.0,0,0.15053281
1515,0.0,0,0.33569112
1516,0.0,0,0.121267125
1517,1.0,0,0.50931674
1518,0.0,0,0.20853761
1519,1.0,1,0.6577176
1520,1.0,0,0.526902
1521,0.0,1,0.35008547
1522,1.0,0,0.7695396
1523,0.0,1,0.49598077
1524,1.0,1,0.7799839
1525,0.0,0,0.12275624
1526,0.0,0,0.053956386
1527,0.0,0,0.19142926
1528,0.0,0,0.06465319
1529,0.0,0,0.07927258
1530,1.0,0,0.7409554
1531,1.0,0,0.6519421
1532,1.0,1,0.8845608
1533,0.0,1,0.32833263
1534,0.0,0,0.16490674
1535,1.0,1,0.7504603
1536,0.0,0,0.14950618
1537,1.0,1,0.6446024
1538,0.0,0,0.2043807
1539,0.0,0,0.48991552
1540,0.0,0,0.12815288
1541,1.0,1,0.8753187
1542,1.0,1,0.97413313
1543,1.0,1,0.6640212
1544,0.0,1,0.23648633
1545,1.0,1,0.93107545
1546,1.0,1,0.9439117
1547,0.0,0,0.057329528
1548,0.0,0,0.24872884
1549,0.0,0,0.18916747
1550,1.0,1,0.71457493
1551,1.0,1,0.663597
1552,1.0,1,0.5588191
1553,1.0,0,0.5587476
1554,1.0,1,0.68059915
1555,0.0,0,0.12466319
1556,1.0,1,0.6235111
1557,0.0,1,0.3554131
1558,0.0,0,0.05996568
1559,1.0,1,0.98479676
1560,0.0,0,0.16657925
1561,0.0,0,0.30689156
1562,0.0,0,0.054844502
1563,1.0,1,0.5425716
1564,0.0,0,0.44592285
1565,1.0,0,0.61723393
1566,1.0,0,0.54585975
1567,1.0,1,0.9888493
1568,0.0,0,0.15159217
1569,1.0,1,0.82323045
1570,0.0,0,0.036318075
1571,1.0,1,0.8082316
1572,0.0,1,0.29046762
1573,1.0,0,0.5783145
1574,0.0,0,0.23767541
1575,0.0,0,0.2524659
1576,1.0,0,0.68064225
1577,0.0,0,0.11130458
1578,1.0,1,0.9305035
1579,1.0,1,0.5944226
1580,0.0,0,0.25792763
1581,0.0,0,0.25818896
1582,0.0,1,0.18380709
1583,0.0,0,0.090447046
1584,1.0,1,0.8774724
1585,0.0,0,0.16215517
1586,1.0,1,0.781533
1587,0.0,1,0.16058177
1588,0.0,0,0.31713364
1589,0.0,0,0.056459602
1590,1.0,1,0.71420366
1591,1.0,1,0.7273775
1592,1.0,0,0.622178
1593,1.0,1,0.9974873
1594,0.0,0,0.299178
1595,0.0,0,0.024029817
1596,1.0,0,0.5448361
1597,1.0,1,0.5831453
1598,0.0,0,0.16429663
1599,1.0,0,0.6107148
1600,0.0,1,0.36583295
1601,1.0,1,0.8453514
1602,0.0,1,0.47364682
1603,0.0,0,0.17098615
1604,0.0,0,0.14865768
1605,1.0,1,0.9712739
1606,1.0,0,0.7755569
1607,0.0,0,0.04786693
1608,1.0,1,0.5403286
1609,0.0,0,0.03222294
1610,1.0,1,0.5853287
1611,1.0,1,0.63845795
1612,1.0,1,0.9708095
1613,0.0,0,0.49664545
1614,0.0,0,0.2220764
1615,1.0,1,0.8984888
1616,0.0,0,0.16691892
1617,1.0,0,0.50280505
1618,0.0,0,0.101115055
1619,1.0,1,0.5525558
1620,1.0,1,0.61884886
1621,0.0,0,0.36913267
1622,1.0,1,0.98700976
1623,1.0,1,0.9155819
1624,0.0,0,0.10697488
1625,1.0,0,0.69854534
1626,0.0,0,0.29039913
1627,0.0,0,0.19439551
1628,0.0,0,0.10963863
1629,0.0,0,0.39478174
1630,1.0,1,0.9837713
1631,1.0,1,0.66403496
1632,0.0,0,0.12328524
1633,0.0,0,0.4048924
1634,1.0,1,0.66418654
1635,1.0,0,0.60735047
1636,1.0,1,0.922543
1637,0.0,1,0.2978065
1638,0.0,0,0.016435452
1639,1.0,1,0.92808473
1640,0.0,0,0.11695582
1641,1.0,1,0.5723643
1642,0.0,0,0.4796025
1643,1.0,0,0.9684313
1644,1.0,0,0.5957267
1645,1.0,1,0.62446046
1646,0.0,0,0.087261826
1647,1.0,1,0.9625889
1648,0.0,0,0.034721676
1649,1.0,0,0.5350149
1650,1.0,0,0.50063485
1651,1.0,1,0.56346655
1652,1.0,1,0.6929042
1653,1.0,1,0.9008927
1654,1.0,1,0.79792196
1655,1.0,0,0.5939354
1656,1.0,1,0.6070534
1657,0.0,0,0.049273822
1658,1.0,0,0.5330878
1659,1.0,0,0.95841676
1660,0.0,1,0.42198315
1661,0.0,0,0.038867958
1662,1.0,0,0.7318164
1663,1.0,1,0.86550456
1664,0.0,0,0.10354865
1665,0.0,0,0.31986633
1666,0.0,0,0.07307743
1667,1.0,1,0.91281617
1668,1.0,0,0.5560083
1669,1.0,1,0.5622511
1670,1.0,1,0.7634844
1671,1.0,1,0.5053028
1672,0.0,0,0.49388
1673,0.0,0,0.13767637
1674,0.0,1,0.45811537
1675,0.0,1,0.4052478
1676,1.0,1,0.661546
1677,0.0,1,0.4063188
1678,1.0,1,0.8727653
1679,1.0,0,0.6451605
1680,1.0,0,0.561267
1681,1.0,0,0.66868824
1682,0.0,0,0.28928283
1683,0.0,0,0.18856025
1684,1.0,1,0.9335898
1685,1.0,0,0.5850284
1686,1.0,0,0.54867035
1687,0.0,0,0.03898513
1688,1.0,1,0.9017825
1689,0.0,0,0.45726717
1690,0.0,0,0.13873732
1691,1.0,1,0.76880425
1692,1.0,1,0.65682924
1693,0.0,1,0.08206915
1694,0.0,1,0.07861868
1695,1.0,1,0.92436755
1696,1.0,0,0.5389453
1697,1.0,1,0.98921424
1698,0.0,0,0.08056484
1699,1.0,1,0.723201
1700,1.0,1,0.7172946
1701,0.0,0,0.47737277
1702,0.0,0,0.294209
1703,0.0,0,0.14497468
1704,0.0,0,0.48608398
1705,0.0,0,0.19678344
1706,0.0,0,0.11213745
1707,1.0,1,0.8025314
1708,0.0,0,0.38814977
1709,1.0,0,0.96359056
1710,1.0,1,0.60533285
1711,0.0,0,0.05144481
1712,1.0,1,0.989994
1713,0.0,0,0.056531776
1714,0.0,0,0.34120098
1715,0.0,1,0.27432734
1716,0.0,0,0.22275434
1717,1.0,1,0.7103199
1718,1.0,0,0.5414796
1719,0.0,0,0.23167047
1720,1.0,1,0.9259598
1721,0.0,0,0.19028021
1722,0.0,0,0.029224934
1723,0.0,0,0.19084083
1724,0.0,1,0.49758568
1725,1.0,1,0.904654
1726,1.0,0,0.61362225
1727,1.0,1,0.9304012
1728,1.0,1,0.8833515
1729,1.0,0,0.62981635
1730,1.0,1,0.8950325
1731,0.0,0,0.043727692
1732,1.0,1,0.57943743
1733,1.0,1,0.6351072
1734,0.0,0,0.17101836
1735,1.0,1,0.80426866
1736,0.0,0,0.23132743
1737,1.0,0,0.8738423
1738,1.0,0,0.5990455
1739,0.0,0,0.2020285
1740,1.0,0,0.6686969
1741,0.0,0,0.025762467
1742,1.0,1,0.8561136
1743,0.0,0,0.07963472
1744,1.0,1,0.69681776
1745,0.0,1,0.14254422
1746,1.0,0,0.5456172
1747,1.0,0,0.8930076
1748,0.0,0,0.09980382
1749,1.0,0,0.6795205
1750,1.0,0,0.9575314
1751,0.0,0,0.011679671
1752,0.0,0,0.1709894
1753,0.0,0,0.34200338
1754,1.0,0,0.7576014
1755,1.0,0,0.8645955
1756,1.0,0,0.5742328
1757,0.0,0,0.493756
1758,0.0,0,0.10683872
1759,1.0,0,0.5194875
1760,1.0,1,0.7460852
1761,1.0,1,0.968765
1762,0.0,1,0.4599072
1763,0.0,0,0.28453448
1764,1.0,0,0.5556441
1765,1.0,0,0.59699684
1766,0.0,0,0.07114682
1767,0.0,0,0.027480107
1768,1.0,1,0.54072994
1769,0.0,0,0.42408678
1770,1.0,1,0.7064549
1771,0.0,0,0.14373212
1772,0.0,0,0.104667984
1773,0.0,1,0.1716289
1774,1.0,1,0.9174134
1775,1.0,1,0.92285156
1776,1.0,0,0.6379549
1777,0.0,1,0.41866267
1778,1.0,1,0.69136715
1779,0.0,0,0.07886098
1780,0.0,0,0.12532526
1781,1.0,1,0.6788458
1782,0.0,0,0.02631267
1783,1.0,1,0.94941497
1784,0.0,0,0.124440074
1785,1.0,1,0.7024398
1786,0.0,0,0.16820905
1787,1.0,1,0.8420879
1788,0.0,0,0.32376826
1789,1.0,1,0.68555236
1790,0.0,0,0.0894215
1791,0.0,1,0.14637871
1792,0.0,1,0.17047134
1793,1.0,1,0.82299155
1794,1.0,1,0.6229706
1795,1.0,0,0.95239234
1796,1.0,1,0.7696968
1797,0.0,0,0.054100968
1798,1.0,0,0.58297306
1799,1.0,0,0.6041246
1800,1.0,1,0.62111527
1801,0.0,0,0.017390188
1802,1.0,0,0.5397646
1803,0.0,0,0.30631647
1804,0.0,0,0.40211812
1805,1.0,0,0.7968854
1806,1.0,0,0.7681499
1807,0.0,0,0.114775635
1808,0.0,0,0.06318181
1809,0.0,0,0.07587131
1810,1.0,1,0.57126504
1811,1.0,1,0.9538089
1812,0.0,0,0.08330923
1813,0.0,0,0.34577346
1814,1.0,1,0.63958853
1815,1.0,1,0.6959353
1816,1.0,1,0.55342954
1817,1.0,1,0.5637593
1818,1.0,0,0.6920052
1819,0.0,0,0.085317515
1820,1.0,1,0.77695376
1821,1.0,1,0.88744676
1822,0.0,1,0.427042
1823,0.0,0,0.20466727
1824,0.0,0,0.23439617
1825,1.0,1,0.6355443
1826,0.0,0,0.45633414
1827,0.0,0,0.05656065
1828,1.0,0,0.6569613
1829,0.0,0,0.020130657
1830,1.0,0,0.758748
1831,1.0,1,0.6457094
1832,1.0,1,0.949853
1833,1.0,1,0.8645818
1834,0.0,0,0.38114512
1835,0.0,1,0.1400096
1836,0.0,0,0.042591665
1837,1.0,0,0.5863613
1838,1.0,0,0.6119796
1839,0.0,0,0.09886828
1840,0.0,0,0.07896205
1841,1.0,1,0.9187565
1842,0.0,0,0.027238935
1843,0.0,0,0.46922362
1844,1.0,0,0.8354261
1845,1.0,1,0.8016761
1846,0.0,0,0.376799
1847,1.0,0,0.62634194
1848,0.0,0,0.0572987
1849,0.0,1,0.27250513
1850,1.0,0,0.5213546
1851,1.0,1,0.68843627
1852,0.0,0,0.12260677
1853,1.0,0,0.5280268
1854,1.0,1,0.9289978
1855,0.0,0,0.27975503
1856,1.0,1,0.674481
1857,0.0,0,0.09158528
1858,1.0,1,0.91637146
1859,1.0,0,0.5116802
1860,0.0,0,0.035688765
1861,1.0,1,0.7627539
1862,0.0,0,0.14786611
1863,0.0,0,0.4699526
1864,0.0,1,0.44344705
1865,1.0,0,0.5032561
1866,1.0,1,0.6054687
1867,0.0,0,0.063410565
1868,1.0,1,0.9193512
1869,1.0,1,0.77102405
1870,0.0,0,0.07805632
1871,1.0,1,0.7899138
1872,1.0,0,0.50062007
1873,0.0,1,0.23860054
1874,0.0,1,0.35267207
1875,0.0,0,0.2651273
1876,0.0,0,0.03211578
1877,1.0,1,0.9595178
1878,1.0,1,0.69515723
1879,1.0,1,0.86561596
1880,1.0,1,0.8636055
1881,1.0,0,0.64953357
1882,0.0,0,0.23550135
1883,0.0,0,0.079556696
1884,1.0,1,0.6922481
1885,0.0,0,0.17517862
1886,1.0,1,0.9179549
1887,0.0,0,0.15668961
1888,1.0,1,0.70122445
1889,0.0,0,0.03575352
1890,1.0,1,0.73813874
1891,0.0,0,0.46107262
1892,0.0,0,0.1310832
1893,0.0,1,0.29364446
1894,0.0,0,0.29924497
1895,1.0,0,0.5324937
1896,0.0,0,0.2335922
1897,0.0,0,0.47134903
1898,0.0,0,0.2375121
1899,1.0,1,0.6697133
1900,1.0,1,0.97068775
1901,0.0,0,0.2955754
1902,0.0,0,0.05274465
1903,1.0,0,0.5119662
1904,0.0,0,0.20193046
1905,1.0,0,0.71921223
1906,0.0,0,0.32587376
1907,0.0,0,0.24360386
1908,1.0,1,0.60185957
1909,1.0,0,0.77799547
1910,0.0,0,0.118188135
1911,1.0,0,0.6495245
1912,0.0,0,0.4652184
1913,1.0,0,0.8141903
1914,0.0,0,0.12735638
1915,1.0,1,0.6552067
1916,0.0,0,0.045367654
1917,1.0,1,0.6235676
1918,0.0,0,0.06887939
1919,1.0,0,0.5667715
1920,1.0,1,0.6357079
1921,0.0,1,0.12790129
1922,1.0,0,0.6709705
1923,0.0,0,0.0768092
1924,0.0,0,0.2109137
1925,1.0,0,0.6429681
1926,1.0,0,0.9352562
1927,0.0,0,0.10059605
1928,0.0,0,0.42490384
1929,0.0,0,0.08008611
